tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
ENSMUSG00000017446	-	-	ENSMUSG00000017446	C1qtnf1	-	chr11:118289516-118311277	-	-	6.58394	5.09641	8.07147	OK
ENSMUSG00000086514	-	-	ENSMUSG00000086514	Gm11747	-	chr11:118305513-118316309	-	-	2.03486	1.48683	2.58289	OK
ENSMUSG00000020776	-	-	ENSMUSG00000020776	Fbf1	-	chr11:116003598-116029480	-	-	8.51276	7.16098	9.86454	OK
ENSMUSG00000088290	-	-	ENSMUSG00000088290	SCARNA4	-	chr11:116025223-116025350	-	-	0	0	0	OK
ENSMUSG00000025576	-	-	ENSMUSG00000025576	Rbfox3	-	chr11:118351073-118772911	-	-	0	0	0	OK
ENSMUSG00000085059	-	-	ENSMUSG00000085059	Gm11750	-	chr11:118652685-118655142	-	-	0	0	0	OK
ENSMUSG00000077065	-	-	ENSMUSG00000077065	AL591544.1	-	chr11:118714036-118714102	-	-	0	0	0	OK
ENSMUSG00000084887	-	-	ENSMUSG00000084887	Gm11749	-	chr11:118727570-118728534	-	-	0	0	0	OK
ENSMUSG00000046697	-	-	ENSMUSG00000046697	Enpp7	-	chr11:118849416-118854243	-	-	0	0	0	OK
ENSMUSG00000025577	-	-	ENSMUSG00000025577	Cbx2	-	chr11:118884275-118892584	-	-	4.50505	3.90584	5.10426	OK
ENSMUSG00000017132	-	-	ENSMUSG00000017132	Cyth1	-	chr11:117993332-118109906	-	-	20.3034	18.8349	21.7719	OK
ENSMUSG00000088119	-	-	ENSMUSG00000088119	U6	-	chr11:118042254-118042349	-	-	0	0	0	OK
ENSMUSG00000080810	-	-	ENSMUSG00000080810	Gm11737	-	chr11:118066025-118066493	-	-	0.734333	0	1.46902	OK
ENSMUSG00000092780	-	-	ENSMUSG00000092780	AL662835.1	-	chr11:118959277-118959348	-	-	0	0	0	OK
ENSMUSG00000086306	-	-	ENSMUSG00000086306	Gm11754	-	chr11:118967641-118972739	-	-	0	0	0	OK
ENSMUSG00000086547	-	-	ENSMUSG00000086547	Gm11755	-	chr11:118984324-118999735	-	-	0	0	0	OK
ENSMUSG00000025578	-	-	ENSMUSG00000025578	Cbx8	-	chr11:118897618-118902283	-	-	2.29832	0	70.5777	OK
ENSMUSG00000025575	-	-	ENSMUSG00000025575	Cant1	-	chr11:118267602-118280400	-	-	12.5373	11.4832	13.5914	OK
ENSMUSG00000059248	-	-	ENSMUSG00000059248	Sept9	-	chr11:117060974-117223639	-	-	25.2723	23.5709	26.9738	OK
ENSMUSG00000086050	-	-	ENSMUSG00000086050	Gm16045	-	chr11:117118962-117124751	-	-	0.0801274	0	0.160294	OK
ENSMUSG00000040481	-	-	ENSMUSG00000040481	Bptf	-	chr11:106894394-106993441	-	-	21.943	20.0502	23.8358	OK
ENSMUSG00000020740	-	-	ENSMUSG00000020740	Gga3	-	chr11:115445568-115465365	-	-	10.4912	7.66558	13.3169	OK
ENSMUSG00000020743	-	-	ENSMUSG00000020743	Mif4gd	-	chr11:115469231-115474283	-	-	13.2233	11.1864	15.2601	OK
ENSMUSG00000046756	-	-	ENSMUSG00000046756	Mrps7	-	chr11:115465238-115469350	-	-	23.4023	21.456	25.3486	OK
ENSMUSG00000089476	-	-	ENSMUSG00000089476	U6	-	chr11:115462969-115463076	-	-	0	0	0	OK
ENSMUSG00000090591	-	-	ENSMUSG00000090591	Gm17569	-	chr11:118938886-118943179	-	-	3.18655	2.37865	3.99444	OK
ENSMUSG00000039989	-	-	ENSMUSG00000039989	Cbx4	-	chr11:118938886-118947535	-	-	10.8335	9.59847	12.0685	OK
ENSMUSG00000088015	-	-	ENSMUSG00000088015	Mir1932	-	chr11:119251785-119251875	-	-	0	0	0	OK
ENSMUSG00000025580	-	-	ENSMUSG00000025580	Eif4a3	-	chr11:119149676-119161403	-	-	48.1733	43.8504	52.4962	OK
ENSMUSG00000020758	-	-	ENSMUSG00000020758	Itgb4	-	chr11:115836022-115869726	-	-	1.06253	0.034319	2.09074	OK
ENSMUSG00000084827	-	-	ENSMUSG00000084827	B230344G16Rik	-	chr11:115849365-115855029	-	-	0	0	0	OK
ENSMUSG00000039908	-	-	ENSMUSG00000039908	Slc26a11	-	chr11:119216870-119242393	-	-	2.34309	1.59702	3.08917	OK
ENSMUSG00000087675	-	-	ENSMUSG00000087675	Gm11762	-	chr11:119409943-119430360	-	-	0	0	0	OK
ENSMUSG00000025582	-	-	ENSMUSG00000025582	Nptx1	-	chr11:119400032-119409067	-	-	0.181218	0.090609	0.271827	OK
ENSMUSG00000039976	-	-	ENSMUSG00000039976	Tbc1d16	-	chr11:119004358-119089813	-	-	20.0191	18.3094	21.7288	OK
ENSMUSG00000091759	-	-	ENSMUSG00000091759	Gm17433	-	chr11:119012964-119018308	-	-	0.772784	0.550086	0.995481	OK
ENSMUSG00000085548	-	-	ENSMUSG00000085548	Gm11753	-	chr11:119045266-119045830	-	-	0	0	0	OK
ENSMUSG00000087404	-	-	ENSMUSG00000087404	Gm11752	-	chr11:119081473-119083787	-	-	0	0	0	OK
ENSMUSG00000025371	-	-	ENSMUSG00000025371	Chmp6	-	chr11:119774754-119780862	-	-	16.9085	15.0827	18.7342	OK
ENSMUSG00000085207	-	-	ENSMUSG00000085207	Gm11767	-	chr11:119797116-119804012	-	-	0	0	0	OK
ENSMUSG00000086924	-	-	ENSMUSG00000086924	Gm11766	-	chr11:119799824-119803388	-	-	0.0510607	0	0.121294	OK
ENSMUSG00000039963	-	-	ENSMUSG00000039963	Ccdc40	-	chr11:119089885-119126550	-	-	0.520311	0	1.62137	OK
ENSMUSG00000033909	-	-	ENSMUSG00000033909	Usp36	-	chr11:118120964-118151558	-	-	6.47823	5.80696	7.1495	OK
ENSMUSG00000025579	-	-	ENSMUSG00000025579	Gaa	-	chr11:119129200-119146768	-	-	27.8751	25.5456	30.2046	OK
ENSMUSG00000078572	-	-	ENSMUSG00000078572	1810043H04Rik	-	chr11:119960241-119962018	-	-	20.3377	17.5069	23.1685	OK
ENSMUSG00000025377	-	-	ENSMUSG00000025377	2410002I01Rik	-	chr11:119951844-119960045	-	-	5.36077	4.36928	6.35226	OK
ENSMUSG00000075389	-	-	ENSMUSG00000075389	2810410L24Rik	-	chr11:120046713-120051166	-	-	6.07987	4.55181	7.60793	OK
ENSMUSG00000086750	-	-	ENSMUSG00000086750	Gm11770	-	chr11:120076395-120078307	-	-	0	0	0	OK
ENSMUSG00000043993	-	-	ENSMUSG00000043993	2900052L18Rik	-	chr11:120091115-120092899	-	-	2.76034	2.03679	3.4839	OK
ENSMUSG00000025372	-	-	ENSMUSG00000025372	Baiap2	-	chr11:119804076-119868096	-	-	2.66453	1.6888	3.64025	OK
ENSMUSG00000087036	-	-	ENSMUSG00000087036	Gm11748	-	chr11:118337783-118340772	-	-	0	0	0	OK
ENSMUSG00000033857	-	-	ENSMUSG00000033857	Engase	-	chr11:118338142-118350523	-	-	3.48981	2.36599	4.61363	OK
ENSMUSG00000039781	-	-	ENSMUSG00000039781	Azi1	-	chr11:119925743-119948141	-	-	8.39619	6.69636	10.096	OK
ENSMUSG00000093075	-	-	ENSMUSG00000093075	AL807824.1	-	chr11:119929440-119929552	-	-	0	0	0	OK
ENSMUSG00000013483	-	-	ENSMUSG00000013483	Card14	-	chr11:119169081-119206689	-	-	0.0584689	0	0.131272	OK
ENSMUSG00000005043	-	-	ENSMUSG00000005043	Sgsh	-	chr11:119204738-119216850	-	-	3.40162	2.18412	4.61912	OK
ENSMUSG00000043644	-	-	ENSMUSG00000043644	0610009L18Rik	-	chr11:120209991-120212504	-	-	7.34329	5.27272	9.41387	OK
ENSMUSG00000025380	-	-	ENSMUSG00000025380	Fscn2	-	chr11:120222847-120229482	-	-	0.284022	0	0.682798	OK
ENSMUSG00000039691	-	-	ENSMUSG00000039691	Tspan10	-	chr11:120303944-120308635	-	-	0.0329071	0	0.309751	OK
ENSMUSG00000025386	-	-	ENSMUSG00000025386	Pde6g	-	chr11:120308918-120314814	-	-	0.173994	0	0.454519	OK
ENSMUSG00000039670	-	-	ENSMUSG00000039670	1810049H13Rik	-	chr11:120317919-120319382	-	-	13.3866	11.1449	15.6282	OK
ENSMUSG00000049957	-	-	ENSMUSG00000049957	Ccdc137	-	chr11:120319428-120325672	-	-	5.46469	3.90085	7.02852	OK
ENSMUSG00000039703	-	-	ENSMUSG00000039703	Nploc4	-	chr11:120241683-120299022	-	-	28.9744	26.7373	31.2114	OK
ENSMUSG00000017119	-	-	ENSMUSG00000017119	Nbr1	-	chr11:101413462-101443265	-	-	44.8906	41.1064	48.6748	OK
ENSMUSG00000039640	-	-	ENSMUSG00000039640	Mrpl12	-	chr11:120345926-120350379	-	-	65.0823	60.8836	69.2811	OK
ENSMUSG00000086218	-	-	ENSMUSG00000086218	Gm16755	-	chr11:120347652-120349896	-	-	1.68521	0.989552	2.38088	OK
ENSMUSG00000057594	-	-	ENSMUSG00000057594	Arl16	-	chr11:120326179-120328921	-	-	12.5896	9.9149	15.2642	OK
ENSMUSG00000025384	-	-	ENSMUSG00000025384	2310003H01Rik	-	chr11:120230368-120240078	-	-	10.93	9.76749	12.0925	OK
ENSMUSG00000086929	-	-	ENSMUSG00000086929	Gm11788	-	chr11:120350719-120353708	-	-	0.328618	0	0.897802	OK
ENSMUSG00000025792	-	-	ENSMUSG00000025792	Slc25a10	-	chr11:120353153-120360501	-	-	12.0357	10.5445	13.5269	OK
ENSMUSG00000025129	-	-	ENSMUSG00000025129	Ppp1r27	-	chr11:120411292-120412446	-	-	0.0842739	0	0.252822	OK
ENSMUSG00000061111	-	-	ENSMUSG00000061111	Fam195b	-	chr11:120404201-120411041	-	-	39.8503	36.3882	43.3124	OK
ENSMUSG00000084983	-	-	ENSMUSG00000084983	Gm11789	-	chr11:120388168-120393098	-	-	0	0	0	OK
ENSMUSG00000025127	-	-	ENSMUSG00000025127	Gcgr	-	chr11:120392012-120400402	-	-	0.308931	0	0.737666	OK
ENSMUSG00000062825	-	-	ENSMUSG00000062825	Actg1	-	chr11:120207003-120209856	-	-	157.492	148.165	166.819	OK
ENSMUSG00000093264	-	-	ENSMUSG00000093264	AL669855.1	-	chr11:120208049-120208133	-	-	0	0	0	OK
ENSMUSG00000025132	-	-	ENSMUSG00000025132	Arhgdia	-	chr11:120439417-120442938	-	-	112.601	106.734	118.468	OK
ENSMUSG00000025130	-	-	ENSMUSG00000025130	P4hb	-	chr11:120421611-120434567	-	-	107.656	101.937	113.375	OK
ENSMUSG00000025134	-	-	ENSMUSG00000025134	Alyref	-	chr11:120453434-120459679	-	-	41.3006	37.0534	45.5478	OK
ENSMUSG00000044034	-	-	ENSMUSG00000044034	Npb	-	chr11:120469790-120470407	-	-	1.32646	0.205294	2.44762	OK
ENSMUSG00000090998	-	-	ENSMUSG00000090998	Gm17586	-	chr11:120495081-120496439	-	-	1.518	0.820512	2.21549	OK
ENSMUSG00000025793	-	-	ENSMUSG00000025793	Hgs	-	chr11:120328948-120345298	-	-	14.715	13.47	15.9601	OK
ENSMUSG00000025135	-	-	ENSMUSG00000025135	Anapc11	-	chr11:120459734-120469512	-	-	48.615	44.136	53.094	OK
ENSMUSG00000025141	-	-	ENSMUSG00000025141	Myadml2	-	chr11:120507344-120509472	-	-	16.2541	12.6733	19.835	OK
ENSMUSG00000042988	-	-	ENSMUSG00000042988	Notum	-	chr11:120515101-120522489	-	-	0.292423	0	0.601604	OK
ENSMUSG00000084822	-	-	ENSMUSG00000084822	Gm11768	-	chr11:120508983-120518375	-	-	1.03216	0.532261	1.53205	OK
ENSMUSG00000053613	-	-	ENSMUSG00000053613	4732444A12Rik	-	chr11:120520470-120523129	-	-	0.188213	0.0361139	0.340312	OK
ENSMUSG00000025140	-	-	ENSMUSG00000025140	Pycr1	-	chr11:120497025-120505083	-	-	3.25233	2.28627	4.21838	OK
ENSMUSG00000025144	-	-	ENSMUSG00000025144	Stra13	-	chr11:120572255-120575052	-	-	20.1065	17.1035	23.1096	OK
ENSMUSG00000025571	-	-	ENSMUSG00000025571	Tnrc6c	-	chr11:117515602-117624753	-	-	12.1355	10.9429	13.3282	OK
ENSMUSG00000018012	-	-	ENSMUSG00000018012	Rac3	-	chr11:120582783-120585283	-	-	1.2489	0.592299	1.90549	OK
ENSMUSG00000025375	-	-	ENSMUSG00000025375	Aatk	-	chr11:119868626-119908481	-	-	0.887442	0.19107	1.58381	OK
ENSMUSG00000065600	-	-	ENSMUSG00000065600	Mir338	-	chr11:119876078-119876176	-	-	0	0	0	OK
ENSMUSG00000025137	-	-	ENSMUSG00000025137	Pcyt2	-	chr11:120471400-120479250	-	-	30.5716	27.3216	33.8217	OK
ENSMUSG00000039450	-	-	ENSMUSG00000039450	Dcxr	-	chr11:120586712-120588595	-	-	2.2752	1.38074	3.16967	OK
ENSMUSG00000025150	-	-	ENSMUSG00000025150	Cbr2	-	chr11:120590802-120593428	-	-	0.805196	0.127585	1.48281	OK
ENSMUSG00000083618	-	-	ENSMUSG00000083618	Gm11771	-	chr11:120626623-120628679	-	-	0	0	0	OK
ENSMUSG00000089637	-	-	ENSMUSG00000089637	Hmga1-rs1	-	chr11:120624107-120625706	-	-	7.43487	6.19389	8.67585	OK
ENSMUSG00000078249	-	-	ENSMUSG00000078249	Hmga1-rs1	-	chr11:120624107-120625733	-	-	3.29356	2.42132	4.1658	OK
ENSMUSG00000039850	-	-	ENSMUSG00000039850	A730011L01Rik	-	chr11:119352660-119372751	-	-	5.17671	4.10568	6.24774	OK
ENSMUSG00000025142	-	-	ENSMUSG00000025142	Aspscr1	-	chr11:120534286-120570761	-	-	24.6265	19.2341	30.0189	OK
ENSMUSG00000090758	-	-	ENSMUSG00000090758	Gm17178	-	chr11:120550459-120570761	-	-	1.23496	0	2.61569	OK
ENSMUSG00000025145	-	-	ENSMUSG00000025145	Lrrc45	-	chr11:120575238-120582442	-	-	6.31142	5.44038	7.18246	OK
ENSMUSG00000025158	-	-	ENSMUSG00000025158	Rfng	-	chr11:120642059-120645521	-	-	8.13969	7.14348	9.13589	OK
ENSMUSG00000092950	-	-	ENSMUSG00000092950	AL662901.1	-	chr11:120796286-120796367	-	-	769.288	0	2307.86	OK
ENSMUSG00000081686	-	-	ENSMUSG00000081686	Gm11774	-	chr11:120864805-120865098	-	-	0.879629	0	2.12535	OK
ENSMUSG00000086835	-	-	ENSMUSG00000086835	Gm11775	-	chr11:120890715-120913671	-	-	0	0	0	OK
ENSMUSG00000025163	-	-	ENSMUSG00000025163	Cd7	-	chr11:120898060-120900732	-	-	0	0	0	OK
ENSMUSG00000080616	-	-	ENSMUSG00000080616	U3	-	chr11:120892171-120892296	-	-	0	0	0	OK
ENSMUSG00000025165	-	-	ENSMUSG00000025165	Sectm1a	-	chr11:120928720-120942534	-	-	0.0487807	0	0.405848	OK
ENSMUSG00000083137	-	-	ENSMUSG00000083137	Gm11792	-	chr11:120953705-120953873	-	-	0	0	0	OK
ENSMUSG00000084853	-	-	ENSMUSG00000084853	Gm11791	-	chr11:120957954-120958521	-	-	0	0	0	OK
ENSMUSG00000039364	-	-	ENSMUSG00000039364	Sectm1b	-	chr11:120914771-120924883	-	-	0.0607136	0	0.649682	OK
ENSMUSG00000082510	-	-	ENSMUSG00000082510	Gm11793	-	chr11:120967460-120968441	-	-	0.057438	0	0.172314	OK
ENSMUSG00000039337	-	-	ENSMUSG00000039337	Tex19.2	-	chr11:120977528-120979991	-	-	0	0	0	OK
ENSMUSG00000039329	-	-	ENSMUSG00000039329	Tex19.1	-	chr11:121007456-121009633	-	-	0	0	0	OK
ENSMUSG00000039321	-	-	ENSMUSG00000039321	Uts2r	-	chr11:121021584-121023287	-	-	0	0	0	OK
ENSMUSG00000081835	-	-	ENSMUSG00000081835	Gm11790	-	chr11:121026784-121027239	-	-	0	0	0	OK
ENSMUSG00000056962	-	-	ENSMUSG00000056962	Jmjd6	-	chr11:116698745-116704763	-	-	17.1325	15.5571	18.708	OK
ENSMUSG00000034120	-	-	ENSMUSG00000034120	Srsf2	-	chr11:116711210-116714408	-	-	72.8555	67.9217	77.7892	OK
ENSMUSG00000093603	-	-	ENSMUSG00000093603	Srsf2	-	chr11:116711214-116714408	-	-	105.813	98.7	112.927	OK
ENSMUSG00000090266	-	-	ENSMUSG00000090266	1110005A03Rik	-	chr11:116704591-116715577	-	-	18.9272	16.1383	21.716	OK
ENSMUSG00000020818	-	-	ENSMUSG00000020818	Mfsd11	-	chr11:116713753-116736949	-	-	24.587	21.5017	27.6723	OK
ENSMUSG00000048445	-	-	ENSMUSG00000048445	Ccdc57	-	chr11:120687842-120794186	-	-	1.12648	0.76918	1.48378	OK
ENSMUSG00000087638	-	-	ENSMUSG00000087638	Gm11773	-	chr11:120692342-120695558	-	-	0.128657	0	0.385971	OK
ENSMUSG00000093733	-	-	ENSMUSG00000093733	AL663090.2	-	chr11:120769901-120770011	-	-	0	0	0	OK
ENSMUSG00000093700	-	-	ENSMUSG00000093700	AL663090.1	-	chr11:120774461-120774571	-	-	0	0	0	OK
ENSMUSG00000061306	-	-	ENSMUSG00000061306	Slc38a10	-	chr11:119965273-120012660	-	-	34.1749	31.943	36.4068	OK
ENSMUSG00000085636	-	-	ENSMUSG00000085636	Gm11769	-	chr11:120011875-120013655	-	-	3.01719	2.36025	3.67413	OK
ENSMUSG00000025156	-	-	ENSMUSG00000025156	Gps1	-	chr11:120645585-120650416	-	-	24.6078	22.3743	26.8413	OK
ENSMUSG00000083155	-	-	ENSMUSG00000083155	Gm11866	-	chr11:121276405-121276740	-	-	0	0	0	OK
ENSMUSG00000039253	-	-	ENSMUSG00000039253	Fn3krp	-	chr11:121282714-121292602	-	-	6.58464	5.72095	7.44834	OK
ENSMUSG00000025170	-	-	ENSMUSG00000025170	Rab40b	-	chr11:121217434-121249565	-	-	1.50451	0.619897	2.38912	OK
ENSMUSG00000039208	-	-	ENSMUSG00000039208	Metrnl	-	chr11:121562857-121577620	-	-	10.3162	8.84799	11.7845	OK
ENSMUSG00000085126	-	-	ENSMUSG00000085126	Gm12589	-	chr11:121664420-121671633	-	-	0	0	0	OK
ENSMUSG00000085970	-	-	ENSMUSG00000085970	Gm15643	-	chr11:121690759-121691417	-	-	0	0	0	OK
ENSMUSG00000025175	-	-	ENSMUSG00000025175	Fn3k	-	chr11:121296226-121311805	-	-	14.017	12.223	15.8111	OK
ENSMUSG00000025173	-	-	ENSMUSG00000025173	Wdr45l	-	chr11:121188537-121215759	-	-	25.6751	23.5627	27.7874	OK
ENSMUSG00000084401	-	-	ENSMUSG00000084401	Gm12586	-	chr11:121718086-121722541	-	-	0.232292	0	0.464697	OK
ENSMUSG00000086684	-	-	ENSMUSG00000086684	Gm12590	-	chr11:121743646-121745177	-	-	0	0	0	OK
ENSMUSG00000082947	-	-	ENSMUSG00000082947	Gm12587	-	chr11:121747855-121748282	-	-	0.142464	0	0.427393	OK
ENSMUSG00000062632	-	-	ENSMUSG00000062632	Gm12588	-	chr11:121767088-121786643	-	-	0.0521399	0	0.15642	OK
ENSMUSG00000082831	-	-	ENSMUSG00000082831	Gm12591	-	chr11:121829524-121831999	-	-	0.191096	0	0.411755	OK
ENSMUSG00000090699	-	-	ENSMUSG00000090699	Gm9071	-	chr12:3023882-3025753	-	-	0	0	0	OK
ENSMUSG00000078564	-	-	ENSMUSG00000078564	Gm9631	-	chr11:121803723-121818041	-	-	0	0	0	OK
ENSMUSG00000092168	-	-	ENSMUSG00000092168	Gm9075	-	chr12:3082666-3087041	-	-	0	0	0	OK
ENSMUSG00000039198	-	-	ENSMUSG00000039198	Ptchd3	-	chr11:121691531-121705205	-	-	0.172897	0	0.361553	OK
ENSMUSG00000069181	-	-	ENSMUSG00000069181	Gm17681	-	chr12:3343815-3357153	-	-	0	0	0	OK
ENSMUSG00000025155	-	-	ENSMUSG00000025155	Dus1l	-	chr11:120650514-120657717	-	-	14.5743	12.7078	16.4407	OK
ENSMUSG00000079179	-	-	ENSMUSG00000079179	1700012B15Rik	-	chr12:3236610-3249999	-	-	2.26741	1.45443	3.08039	OK
ENSMUSG00000020671	-	-	ENSMUSG00000020671	Rab10	-	chr12:3247429-3309969	-	-	64.6011	60.9692	68.2331	OK
ENSMUSG00000025138	-	-	ENSMUSG00000025138	Sirt7	-	chr11:120479685-120486554	-	-	7.00505	5.82295	8.18715	OK
ENSMUSG00000051510	-	-	ENSMUSG00000051510	Mafg	-	chr11:120486430-120494914	-	-	14.681	12.6483	16.7136	OK
ENSMUSG00000053906	-	-	ENSMUSG00000053906	Mafg	-	chr11:120488994-120489495	-	-	3.22522	0.871495	5.57894	OK
ENSMUSG00000020660	-	-	ENSMUSG00000020660	Pomc	-	chr12:3954950-3960618	-	-	0.112069	0	0.27078	OK
ENSMUSG00000025153	-	-	ENSMUSG00000025153	Fasn	-	chr11:120667253-120685492	-	-	25.8732	24.0609	27.6855	OK
ENSMUSG00000039230	-	-	ENSMUSG00000039230	Tbcd	-	chr11:121313262-121478478	-	-	10.272	8.94224	11.6017	OK
ENSMUSG00000046605	-	-	ENSMUSG00000046605	B3gntl1	-	chr11:121477510-121534467	-	-	2.96869	2.41407	3.5233	OK
ENSMUSG00000039238	-	-	ENSMUSG00000039238	Zfp750	-	chr11:121372291-121380647	-	-	0.0632163	0	0.126463	OK
ENSMUSG00000020668	-	-	ENSMUSG00000020668	Kif3c	-	chr12:3365131-3406494	-	-	4.18789	3.64103	4.73475	OK
ENSMUSG00000071456	-	-	ENSMUSG00000071456	1110002L01Rik	-	chr12:3405307-3426644	-	-	5.02328	4.2173	5.82926	OK
ENSMUSG00000070327	-	-	ENSMUSG00000070327	Rnf213	-	chr11:119254413-119348732	-	-	9.49068	8.60678	10.3746	OK
ENSMUSG00000091619	-	-	ENSMUSG00000091619	Gm3625	-	chr12:4599631-4599733	-	-	0	0	0	OK
ENSMUSG00000020657	-	-	ENSMUSG00000020657	Dnajc27	-	chr12:4082611-4110602	-	-	4.9445	4.36894	5.52005	OK
ENSMUSG00000050545	-	-	ENSMUSG00000050545	A830093I24Rik	-	chr12:4753021-4776073	-	-	0.805522	0.506358	1.10468	OK
ENSMUSG00000087939	-	-	ENSMUSG00000087939	U6	-	chr12:4756557-4756662	-	-	0	0	0	OK
ENSMUSG00000075833	-	-	ENSMUSG00000075833	U6	-	chr12:4765352-4765459	-	-	0	0	0	OK
ENSMUSG00000020639	-	-	ENSMUSG00000020639	Pfn4	-	chr12:4776100-4785072	-	-	1.43243	0.832082	2.03277	OK
ENSMUSG00000091269	-	-	ENSMUSG00000091269	Gm6682	-	chr12:4789020-4789317	-	-	0	0	0	OK
ENSMUSG00000037361	-	-	ENSMUSG00000037361	0610009D07Rik	-	chr12:4824413-4834464	-	-	25.677	22.9657	28.3883	OK
ENSMUSG00000020635	-	-	ENSMUSG00000020635	Fkbp1b	-	chr12:4839980-4848401	-	-	1.65638	0.993232	2.31954	OK
ENSMUSG00000000056	-	-	ENSMUSG00000000056	Narf	-	chr11:121098566-121117170	-	-	31.0284	28.8346	33.2222	OK
ENSMUSG00000039275	-	-	ENSMUSG00000039275	Foxk2	-	chr11:121116807-121171210	-	-	19.1825	17.631	20.7339	OK
ENSMUSG00000092954	-	-	ENSMUSG00000092954	AL808021.1	-	chr11:121159062-121159133	-	-	0	0	0	OK
ENSMUSG00000051721	-	-	ENSMUSG00000051721	BC068281	-	chr12:4850108-4863731	-	-	3.11325	2.47552	3.75099	OK
ENSMUSG00000020658	-	-	ENSMUSG00000020658	Efr3b	-	chr12:3962553-4038915	-	-	4.11477	3.69547	4.53407	OK
ENSMUSG00000071454	-	-	ENSMUSG00000071454	Dtnb	-	chr12:3572380-3781796	-	-	4.19021	2.61848	5.76194	OK
ENSMUSG00000077830	-	-	ENSMUSG00000077830	CR974568.1	-	chr12:3699177-3699240	-	-	0	0	0	OK
ENSMUSG00000092286	-	-	ENSMUSG00000092286	Gm20448	-	chr12:3752542-3762146	-	-	0.0963097	0	0.207519	OK
ENSMUSG00000052812	-	-	ENSMUSG00000052812	Atad2b	-	chr12:4924209-5050853	-	-	3.6854	3.2712	4.0996	OK
ENSMUSG00000087780	-	-	ENSMUSG00000087780	U6	-	chr12:5006071-5006174	-	-	0	0	0	OK
ENSMUSG00000020634	-	-	ENSMUSG00000020634	Ubxn2a	-	chr12:4885837-4914511	-	-	12.2129	10.8906	13.5351	OK
ENSMUSG00000093576	-	-	ENSMUSG00000093576	AC165293.1	-	chr12:5585986-5586069	-	-	0	0	0	OK
ENSMUSG00000088209	-	-	ENSMUSG00000088209	5S_rRNA	-	chr12:5850517-5850632	-	-	0	0	0	OK
ENSMUSG00000025161	-	-	ENSMUSG00000025161	Slc16a3	-	chr11:120809793-120822182	-	-	18.4585	16.0352	20.8818	OK
ENSMUSG00000025162	-	-	ENSMUSG00000025162	Csnk1d	-	chr11:120819778-120852644	-	-	38.3712	36.1584	40.584	OK
ENSMUSG00000090299	-	-	ENSMUSG00000090299	Gm17295	-	chr12:7120431-7121931	-	-	0.0339462	0	0.101839	OK
ENSMUSG00000093053	-	-	ENSMUSG00000093053	AC124134.1	-	chr12:7748358-7748428	-	-	0	0	0	OK
ENSMUSG00000037735	-	-	ENSMUSG00000037735	2810032G03Rik	-	chr12:5382675-5423436	-	-	0.0888383	0	0.216543	OK
ENSMUSG00000020609	-	-	ENSMUSG00000020609	Apob	-	chr12:7984453-8023641	-	-	0	0	0	OK
ENSMUSG00000073233	-	-	ENSMUSG00000073233	Gm9144	-	chr12:7866632-7868011	-	-	5.59722	4.65448	6.53996	OK
ENSMUSG00000037660	-	-	ENSMUSG00000037660	Gdf7	-	chr12:8304739-8308760	-	-	0	0	0	OK
ENSMUSG00000093208	-	-	ENSMUSG00000093208	AC122860.1	-	chr12:8305083-8305145	-	-	0	0	0	OK
ENSMUSG00000020605	-	-	ENSMUSG00000020605	Hs1bp3	-	chr12:8320238-8350630	-	-	5.51347	4.89381	6.13312	OK
ENSMUSG00000020600	-	-	ENSMUSG00000020600	Slc7a15	-	chr12:8535288-8605872	-	-	0	0	0	OK
ENSMUSG00000025169	-	-	ENSMUSG00000025169	1110031I02Rik	-	chr11:121038904-121066025	-	-	8.55651	7.23139	9.88164	OK
ENSMUSG00000039294	-	-	ENSMUSG00000039294	BC017643	-	chr11:121083901-121090636	-	-	7.80245	6.49167	9.11322	OK
ENSMUSG00000039307	-	-	ENSMUSG00000039307	Hexdc	-	chr11:121065746-121083969	-	-	15.4706	13.5322	17.409	OK
ENSMUSG00000054364	-	-	ENSMUSG00000054364	Rhob	-	chr12:8504568-8506791	-	-	80.3692	77.1245	83.614	OK
ENSMUSG00000037669	-	-	ENSMUSG00000037669	1110057K04Rik	-	chr12:8214912-8292564	-	-	12.5246	11.2997	13.7495	OK
ENSMUSG00000087567	-	-	ENSMUSG00000087567	Gm4755	-	chr12:8771706-8777987	-	-	0.0231659	0	0.0694977	OK
ENSMUSG00000042976	-	-	ENSMUSG00000042976	9930038B18Rik	-	chr12:8879992-8884265	-	-	0.102809	0.0250927	0.180525	OK
ENSMUSG00000020647	-	-	ENSMUSG00000020647	Ncoa1	-	chr12:4247362-4484060	-	-	12.4207	11.6996	13.1417	OK
ENSMUSG00000088207	-	-	ENSMUSG00000088207	5S_rRNA	-	chr12:4347646-4347760	-	-	0	0	0	OK
ENSMUSG00000084597	-	-	ENSMUSG00000084597	7SK	-	chr12:4394481-4394767	-	-	0	0	0	OK
ENSMUSG00000020583	-	-	ENSMUSG00000020583	Matn3	-	chr12:8954734-8978834	-	-	0	0	0	OK
ENSMUSG00000066637	-	-	ENSMUSG00000066637	Ttc32	-	chr12:9036802-9043200	-	-	8.99933	7.14927	10.8494	OK
